country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","08-04-2025 20:00:00",25.204762,85.514960,CO,10,12,11
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","08-04-2025 20:00:00",25.204762,85.514960,OZONE,21,37,31
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","08-04-2025 20:00:00",25.567520,83.966379,PM10,NA,NA,NA
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","08-04-2025 20:00:00",25.567520,83.966379,NO2,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","08-04-2025 20:00:00",25.7808257,84.7446768,NO2,4,127,24
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","08-04-2025 20:00:00",25.7808257,84.7446768,NH3,4,9,5
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","08-04-2025 20:00:00",25.7808257,84.7446768,SO2,2,104,16
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","08-04-2025 20:00:00",24.7955,84.9994,PM2.5,30,211,88
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","08-04-2025 20:00:00",24.792403,84.992416,PM10,88,203,130
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","08-04-2025 20:00:00",16.554731,80.649110,NH3,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","08-04-2025 20:00:00",16.554731,80.649110,CO,34,44,38
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","08-04-2025 20:00:00",17.72,83.3,NH3,NA,NA,NA
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","08-04-2025 20:00:00",17.72,83.3,CO,8,114,61
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","08-04-2025 20:00:00",26.071318,91.87488,PM10,53,438,232
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","08-04-2025 20:00:00",26.071318,91.87488,CO,41,60,54
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","08-04-2025 20:00:00",26.071318,91.87488,OZONE,21,66,38
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","08-04-2025 20:00:00",11.654054,92.734055,PM10,5,35,16
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","08-04-2025 20:00:00",11.654054,92.734055,CO,12,59,16
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","08-04-2025 20:00:00",16.5150833,80.5181667,NH3,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","08-04-2025 20:00:00",14.675886,77.593027,CO,15,20,19
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","08-04-2025 20:00:00",13.204880,79.097889,PM2.5,37,91,63
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","08-04-2025 20:00:00",26.987634,94.636574,PM2.5,9,97,72
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","08-04-2025 20:00:00",26.987634,94.636574,PM10,65,98,86
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","08-04-2025 20:00:00",26.987634,94.636574,NH3,2,6,4
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","08-04-2025 20:00:00",26.146529,87.454184,SO2,22,56,28
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","08-04-2025 20:00:00",25.5626095,84.663264,SO2,8,10,9
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","08-04-2025 20:00:00",25.5626095,84.663264,OZONE,2,123,82
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","08-04-2025 20:00:00",13.67,79.35,NH3,1,2,1
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","08-04-2025 20:00:00",13.67,79.35,SO2,3,21,7
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","08-04-2025 20:00:00",13.615387,79.409230,PM2.5,37,427,95
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","08-04-2025 20:00:00",13.615387,79.409230,CO,12,22,18
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","08-04-2025 20:00:00",13.615387,79.409230,OZONE,80,87,84
India,Assam,Guwahati,"IITG, Guwahati - PCBA","08-04-2025 20:00:00",26.2028636,91.70046436,OZONE,1,78,41
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","08-04-2025 20:00:00",26.10887,91.589544,PM10,NA,NA,NA
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","08-04-2025 20:00:00",26.10887,91.589544,CO,19,47,26
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","08-04-2025 20:00:00",26.181742,91.78063,PM10,94,336,176
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","08-04-2025 20:00:00",26.181742,91.78063,OZONE,1,62,27
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","08-04-2025 20:00:00",16.9872867,81.7363176,CO,14,81,30
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)","08-04-2025 20:00:00",13.67,79.35,PM2.5,33,61,45
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","08-04-2025 20:00:00",16.509717,80.612222,PM2.5,53,104,76
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","08-04-2025 20:00:00",24.75746,84.366208,PM2.5,38,283,149
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","08-04-2025 20:00:00",25.265194,87.012947,OZONE,1,10,4
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","08-04-2025 20:00:00",24.792403,84.992416,NH3,4,7,5
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","08-04-2025 20:00:00",24.792403,84.992416,SO2,15,18,16
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","08-04-2025 20:00:00",24.792403,84.992416,CO,32,67,50
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","08-04-2025 20:00:00",24.762518,84.982348,PM10,66,113,86
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","08-04-2025 20:00:00",24.762518,84.982348,NO2,19,25,23
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","08-04-2025 20:00:00",25.697189,85.245900,CO,28,36,32
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","08-04-2025 20:00:00",25.560083,87.553265,CO,16,42,29
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","08-04-2025 20:00:00",26.0881305,87.93840336,NO2,2,4,3
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","08-04-2025 20:00:00",27.308328,84.531742,PM10,73,177,103
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","08-04-2025 20:00:00",27.308328,84.531742,SO2,5,7,6
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","08-04-2025 20:00:00",27.308328,84.531742,OZONE,10,33,23
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","08-04-2025 20:00:00",26.63086,84.90051,NO2,15,28,20
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","08-04-2025 20:00:00",26.63086,84.90051,OZONE,11,13,12
India,Bihar,Munger,"Town Hall, Munger - BSPCB","08-04-2025 20:00:00",25.376776,86.471523,SO2,NA,NA,NA
India,Bihar,Munger,"Town Hall, Munger - BSPCB","08-04-2025 20:00:00",25.376776,86.471523,OZONE,2,7,4
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","08-04-2025 20:00:00",26.11442,85.39813,PM10,86,156,115
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","08-04-2025 20:00:00",26.11442,85.39813,NO2,4,9,6
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","08-04-2025 20:00:00",26.11442,85.39813,SO2,4,17,9
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","08-04-2025 20:00:00",26.1403345,85.3650192,PM10,14,133,64
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","08-04-2025 20:00:00",26.1403345,85.3650192,NO2,13,17,14
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","08-04-2025 20:00:00",26.1403345,85.3650192,NH3,2,5,2
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","08-04-2025 20:00:00",26.1403345,85.3650192,SO2,5,10,6
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","08-04-2025 20:00:00",25.586562,85.043586,SO2,3,5,4
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","08-04-2025 20:00:00",25.586562,85.043586,OZONE,14,34,26
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","08-04-2025 20:00:00",25.592539,85.227158,PM10,90,130,111
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","08-04-2025 20:00:00",25.610369,85.132568,OZONE,39,43,42
India,Bihar,Patna,"Muradpur, Patna - BSPCB","08-04-2025 20:00:00",25.619651,85.147382,NH3,1,51,6
India,Bihar,Patna,"Muradpur, Patna - BSPCB","08-04-2025 20:00:00",25.619651,85.147382,CO,16,64,41
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","08-04-2025 20:00:00",25.599486,85.113666,PM10,73,112,98
India,Bihar,Patna,"Samanpura, Patna - BSPCB","08-04-2025 20:00:00",25.596727,85.085624,NO2,39,52,45
India,Bihar,Patna,"Samanpura, Patna - BSPCB","08-04-2025 20:00:00",25.596727,85.085624,OZONE,80,128,114
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","08-04-2025 20:00:00",25.366336,87.117468,PM2.5,NA,NA,NA
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","08-04-2025 20:00:00",25.366336,87.117468,PM10,NA,NA,NA
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","08-04-2025 20:00:00",25.366336,87.117468,SO2,NA,NA,NA
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","08-04-2025 20:00:00",30.735567,76.775714,PM10,75,284,138
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","08-04-2025 20:00:00",30.751462,76.762879,CO,20,86,27
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","08-04-2025 20:00:00",30.719859,76.738637,SO2,6,18,9
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","08-04-2025 20:00:00",21.194815,81.314770,NO2,7,84,30
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","08-04-2025 20:00:00",21.194815,81.314770,SO2,13,39,18
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","08-04-2025 20:00:00",21.185571,81.343175,PM10,33,103,65
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","08-04-2025 20:00:00",25.892357,86.590325,OZONE,20,74,45
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","08-04-2025 20:00:00",25.859655,85.77944,CO,17,51,34
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","08-04-2025 20:00:00",24.952822,84.002396,PM10,83,131,101
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","08-04-2025 20:00:00",24.952822,84.002396,CO,48,55,51
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","08-04-2025 20:00:00",26.2271665,84.3570427,PM2.5,NA,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","08-04-2025 20:00:00",26.2271665,84.3570427,SO2,4,8,6
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","08-04-2025 20:00:00",22.368195,82.746431,CO,36,48,38
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","08-04-2025 20:00:00",22.126650,83.483212,NH3,NA,NA,NA
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","08-04-2025 20:00:00",22.126650,83.483212,SO2,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","08-04-2025 20:00:00",22.1910172,83.5197009,NO2,22,71,44
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","08-04-2025 20:00:00",22.1910172,83.5197009,SO2,11,65,30
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","08-04-2025 20:00:00",28.695381,77.181665,OZONE,3,295,221
India,Delhi,Delhi,"Bawana, Delhi - DPCC","08-04-2025 20:00:00",28.776200,77.051074,PM10,171,340,251
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","08-04-2025 20:00:00",28.7256504,77.2011573,PM2.5,1,328,195
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","08-04-2025 20:00:00",22.08815,82.13737,NO2,17,55,27
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","08-04-2025 20:00:00",22.368195,82.746431,PM2.5,43,91,66
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","08-04-2025 20:00:00",23.020509,72.579261,NO2,13,78,29
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","08-04-2025 20:00:00",23.020509,72.579261,SO2,10,22,16
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","08-04-2025 20:00:00",23.016834,72.625775,PM2.5,48,334,120
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","08-04-2025 20:00:00",23.016834,72.625775,PM10,62,315,126
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","08-04-2025 20:00:00",23.016834,72.625775,NH3,6,14,8
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","08-04-2025 20:00:00",23.041137,72.456691,NO2,12,43,20
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","08-04-2025 20:00:00",23.041137,72.456691,CO,9,104,25
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","08-04-2025 20:00:00",23.023389,72.515201,OZONE,40,90,78
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","08-04-2025 20:00:00",28.7256504,77.2011573,NO2,20,30,26
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","08-04-2025 20:00:00",28.656756,77.227234,NO2,NA,NA,NA
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","08-04-2025 20:00:00",28.656756,77.227234,CO,107,133,115
India,Delhi,Delhi,"DTU, Delhi - CPCB","08-04-2025 20:00:00",28.7500499,77.1112615,PM10,167,381,254
India,Delhi,Delhi,"DTU, Delhi - CPCB","08-04-2025 20:00:00",28.7500499,77.1112615,NH3,11,18,13
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","08-04-2025 20:00:00",28.498571,77.264840,PM2.5,90,303,206
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","08-04-2025 20:00:00",28.498571,77.264840,SO2,25,41,35
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","08-04-2025 20:00:00",28.5710274,77.0719006,PM2.5,123,302,212
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","08-04-2025 20:00:00",28.5710274,77.0719006,PM10,167,332,220
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","08-04-2025 20:00:00",28.5627763,77.1180053,NO2,50,166,101
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","08-04-2025 20:00:00",28.5627763,77.1180053,OZONE,5,169,130
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","08-04-2025 20:00:00",28.6811736,77.3025234,NH3,10,13,11
India,Delhi,Delhi,"ITO, Delhi - CPCB","08-04-2025 20:00:00",28.628624,77.241060,PM2.5,101,316,213
India,Delhi,Delhi,"Mundka, Delhi - DPCC","08-04-2025 20:00:00",28.684678,77.076574,PM10,199,439,284
India,Delhi,Delhi,"Mundka, Delhi - DPCC","08-04-2025 20:00:00",28.684678,77.076574,CO,2,82,9
India,Delhi,Delhi,"Mundka, Delhi - DPCC","08-04-2025 20:00:00",28.684678,77.076574,OZONE,7,170,140
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","08-04-2025 20:00:00",28.570173,76.933762,CO,17,103,51
India,Delhi,Delhi,"Narela, Delhi - DPCC","08-04-2025 20:00:00",28.822836,77.101981,PM2.5,97,374,273
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","08-04-2025 20:00:00",28.567890,77.250515,NO2,20,118,67
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","08-04-2025 20:00:00",28.6514781,77.1473105,SO2,2,37,14
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","08-04-2025 20:00:00",28.5504249,77.2159377,PM2.5,124,322,259
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","08-04-2025 20:00:00",28.531346,77.190156,PM2.5,77,276,179
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","08-04-2025 20:00:00",28.531346,77.190156,OZONE,9,207,156
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","08-04-2025 20:00:00",28.672342,77.315260,NH3,1,4,3
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","08-04-2025 20:00:00",28.699793,77.165453,CO,27,108,79
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","08-04-2025 20:00:00",23.107969,72.574648,PM10,70,154,103
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","08-04-2025 20:00:00",22.977134,72.553024,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","08-04-2025 20:00:00",22.977134,72.553024,NO2,9,99,40
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","08-04-2025 20:00:00",22.977134,72.553024,OZONE,8,125,98
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","08-04-2025 20:00:00",28.6573814,77.1585447,PM2.5,125,343,218
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","08-04-2025 20:00:00",28.6573814,77.1585447,NO2,23,141,78
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","08-04-2025 20:00:00",28.674045,77.131023,PM10,153,371,210
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","08-04-2025 20:00:00",28.674045,77.131023,NO2,2,104,61
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","08-04-2025 20:00:00",28.674045,77.131023,SO2,4,30,20
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","08-04-2025 20:00:00",28.5918245,77.2273074,OZONE,32,127,95
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","08-04-2025 20:00:00",28.611281,77.237738,NO2,19,165,96
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","08-04-2025 20:00:00",28.563262,77.186937,PM10,164,399,232
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","08-04-2025 20:00:00",28.563262,77.186937,CO,2,144,26
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","08-04-2025 20:00:00",28.563262,77.186937,OZONE,12,78,62
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","08-04-2025 20:00:00",17.336318,76.847397,PM2.5,25,66,36
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","08-04-2025 20:00:00",17.336318,76.847397,CO,30,78,42
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","08-04-2025 20:00:00",15.347630,76.181767,PM2.5,14,67,37
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","08-04-2025 20:00:00",12.415911,75.735050,PM2.5,27,52,40
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","08-04-2025 20:00:00",12.415911,75.735050,PM10,37,50,42
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","08-04-2025 20:00:00",12.415911,75.735050,NH3,1,2,1
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","08-04-2025 20:00:00",12.415911,75.735050,OZONE,3,6,4
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","08-04-2025 20:00:00",12.889250,74.853000,PM10,40,59,47
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","08-04-2025 20:00:00",12.889250,74.853000,NH3,1,1,1
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","08-04-2025 20:00:00",14.475800,75.905200,PM10,35,65,53
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","08-04-2025 20:00:00",14.475800,75.905200,NH3,2,2,2
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","08-04-2025 20:00:00",14.475800,75.905200,SO2,6,9,7
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","08-04-2025 20:00:00",15.459706,75.008381,NH3,5,6,6
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","08-04-2025 20:00:00",15.459706,75.008381,OZONE,6,49,33
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","08-04-2025 20:00:00",15.411456,75.638133,NO2,3,21,12
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","08-04-2025 20:00:00",15.411456,75.638133,NH3,1,4,2
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","08-04-2025 20:00:00",15.3714823,75.1160168,OZONE,11,29,25
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","08-04-2025 20:00:00",22.410802,73.097923,SO2,NA,NA,NA
India,Gujarat,Surat,"Science Center, Surat - SMC","08-04-2025 20:00:00",21.170046,72.795405,NO2,NA,NA,NA
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","08-04-2025 20:00:00",20.362421,72.918013,PM2.5,40,192,79
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","08-04-2025 20:00:00",20.362421,72.918013,NH3,10,10,10
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","08-04-2025 20:00:00",22.969611,72.643500,NO2,38,95,54
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","08-04-2025 20:00:00",28.422681,77.148944,NO2,13,57,25
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","08-04-2025 20:00:00",23.076793,72.627874,OZONE,1,61,44
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","08-04-2025 20:00:00",23.043070,72.562968,PM2.5,54,333,113
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","08-04-2025 20:00:00",23.043070,72.562968,CO,14,190,36
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","08-04-2025 20:00:00",23.043070,72.562968,OZONE,5,72,53
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","08-04-2025 20:00:00",21.613267,73.010555,PM10,59,114,78
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","08-04-2025 20:00:00",23.221714,72.654328,PM2.5,24,60,40
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","08-04-2025 20:00:00",13.003872,77.664217,CO,18,52,31
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","08-04-2025 20:00:00",13.003872,77.664217,OZONE,28,29,29
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","08-04-2025 20:00:00",13.0270199,77.494094,NO2,12,24,20
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","08-04-2025 20:00:00",13.0270199,77.494094,NH3,3,6,5
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","08-04-2025 20:00:00",12.921418,77.502466,NO2,28,33,33
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","08-04-2025 20:00:00",12.921418,77.502466,NH3,1,2,2
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","08-04-2025 20:00:00",12.921418,77.502466,SO2,5,6,6
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","08-04-2025 20:00:00",28.3153,76.9143,SO2,13,40,26
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","08-04-2025 20:00:00",28.3153,76.9143,OZONE,59,281,91
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","08-04-2025 20:00:00",30.943887,76.801991,CO,50,84,57
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","08-04-2025 20:00:00",23.80569,86.44268,PM2.5,2,92,40
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","08-04-2025 20:00:00",12.9756843,77.5660749,CO,58,98,73
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","08-04-2025 20:00:00",13.029152,77.585901,PM2.5,27,85,52
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","08-04-2025 20:00:00",12.938539,77.590100,OZONE,36,186,171
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","08-04-2025 20:00:00",12.920984,77.584908,CO,2,42,5
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","08-04-2025 20:00:00",16.172806,75.659694,CO,2,36,22
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","08-04-2025 20:00:00",16.172806,75.659694,OZONE,12,16,16
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","08-04-2025 20:00:00",15.888653,74.541751,NO2,NA,NA,NA
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","08-04-2025 20:00:00",15.888653,74.541751,CO,28,31,30
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","08-04-2025 20:00:00",12.917348,77.622813,NO2,NA,NA,NA
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","08-04-2025 20:00:00",17.930306,77.482194,NO2,NA,NA,NA
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","08-04-2025 20:00:00",17.930306,77.482194,NH3,NA,NA,NA
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","08-04-2025 20:00:00",13.328028,75.797056,NO2,NA,NA,NA
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","08-04-2025 20:00:00",23.8640158,78.80289321,SO2,10,11,11
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","08-04-2025 20:00:00",24.58434363,80.8549414,CO,18,27,18
